SpeechID	Date	CleanText	Related	Frequency	size
CSPANDT31202028_part16	2020-01-03	not as long as i'm here now somebody else i cannot speak for them they don't even try they hardly try because they know it is a waste of time new york state passed a law that requires faith organizations to hire people that wrote oppose the religious values weeks ago the aclu that is a group of beauties filed a lawsuit against that tennessee county area this beautiful area in tennessee i love tennessee for allowing prayer in schools and at football games but we will not allow faithful americans to be bullied we will not allow it and we get involved with many of these cases and nobody sees this coming but we get involved pretty soon i will be taking action to safeguard students and teachers first amendment rights to pray in our schools where doing a big action attorney general bill barr no they want to take that away can you believe it they want to take that right along with many other unknow issues have democrats become more extreme than the issue of life everything on top democratic candidate supports taxpayer funded abortion but come you go to virginia you know what i am talking about you have a governor in virginia he pretended he was michael jackson but nobody can moonwalk like michael jackson and he wanted to try to show that he was really telling the truth and his life saved him not by much but she said do not do it do	0	0	1.0
CSPANDT158201911_part15	2019-08-15	in the morning now it is election day we had 32,000 people show up it was like this the crowd they want to see things happen in our country they love our country it went crazy and i left and i said i don't know why we are going to lose michigan look at this the opponent went there with barack obama and michelle obama and she went there much earlier prime time 1 00 in the morning is not exactly prime time we had 32000 and they had a tiny little crowd i looked at my people and said i know we are not supposed to win the great state of michigan but i think we are going to we did and we won wisconsin wisconsin was a great victory and we won pennsylvania and we won north carolina and south carolina and we won florida and i hate to tell you we should have won new hampshire that was taken away new hampshire was taken away it was taken away from us but we should have we did great and we should have won new hampshire but that is that is not ok i am not holding it against you because it was not your fault but we had a woman in michigan and i said when it came time to choosing the head of the republican national committee i said who the hell is that woman up in michigan that got me in to keep coming there	0	0	1.0
CSPANDT11620197_part11	2019-06-11	you businesses will be taken away taxes will be quadrupled better get out and vote very serious thing happening to our country we never done better and it's really easy as a socialist to say when you do well let's do this and will take this and give you free this but nothing is free you are paying for there is nothing free they will destroy this country will be another venezuela that country was really wealthy 15 years ago but have destroyed that country and i look at it every day were studying venezuela and what happened to that country is beyond belief truly a wealthy country and they don't have water they don't have food they don't have hospitals and it's incredible don't let it happen to us that is why i passed congress in one case in it so important to prohibit all sorts of things that we just can't have but want to prohibit extreme late term abortion we have to do it even a lot of democrats agree with us on that a lot of people agree with us on that that's why i oppose any effort to use taxpayer hard earned dollars to subsidize the abortion industry nowhere have the democrat party become more dangerous or more radical than on border security can you believe what's going on they know it's wrong but they do this and think it's good politically but i think it's terrible politically they are hurting themselves politically right now	0	0	1.0
VSDT111202053_part1	2020-11-01	throughout this month we come together as a nation and pledge our heartfelt support for americans living with alzheimer's disease and their caregivers as we pray for their comfort and strength we also hold in our hearts friends and family we have lost to this cruel disease and promise to never waiver in our resolve to one day find a cure millions of americans have had their lives altered by an alzheimer's diagnosis in their family or among their friends this disease not only robs men and women of their treasured memories but also disrupts their ability to live as they had once before currently the families of the nearly 6 million americans living with this devastating disease carry the brutal weight of watching a loved one lose cognitive abilities and struggle with dementia that is why as a national family we must remain unrelenting in our efforts to provide men and women diagnosed with alzheimer's disease the promise of hope medical research is vital to ensuring that we continue making strides to improve early detection and develop treatments last year i signed into law a 1 billion increase in alzheimer's research funding this investment is a massive and critical part of my administration's focused commitment to supporting people living with alzheimer's today while also rewriting the futures of millions more who are projected to develop the condition over the next forty years this is a national effort involving doctors researchers scientists advocates nurses caregivers family and friends and we	0	0	1.0
CSPANDT2112020108_part6	2020-11-02	china was going to catch us guess what we were going so far ahead and frankly if you have somebody smart real smart indisposition they will never catch you they will never ever catch you if you study the history 10 years ago 2019 they would catch and they would've caught you if i had not come along we had the plague we built the greatest economy in history and then we had the plague from china we closed it down we saved 2 million lives we saved 2 million lives and nobody gets it the projection was 2.2 million modeled out we saved 2 million lives we understand the disease and that we opened it up by the way pennsylvania get your stay open your governor has to open your state pennsylvania has to open your state get it open get it open governor get it open and count the votes honestly governor count them honestly there was a very good post last night he had us winning everything how was he going to do it pennsylvania he was on sean hannity have you ever heard of it they said how is he going to do it he is going to win pennsylvania except the cheating we have to leave 5 for the cheating can you believe it the cheating that takes place in pennsylvania the guy meant it he predicted we would win the election the question is what about pennsylvania you have to leave 5 for the	0	0	1.0
VSDT1192019470_part6	2019-09-11	spending 700 billion 716 billion and now just approved 738 billion more money by far than ever spent on our armed forces you are the fearless sentinels who stand watch over all that we cherish and everything we hold sacred priceless and dear this morning we also give thanks to the dedicated men and women at the department of homeland security their department was created after 9 11 to help secure our immigration system and ensure that those who threaten our people are denied entry to our shores we're indebted to every law enforcement official state local and federal who devotes their life to keeping america safe as we gather at this moment and at this incredible memorial we are reminded that there is no greater testament to our fallen heroes than the presence of their families who knew and loved them so much among the family members here today is stephanie dunn her husband navy commander patrick dunn was one of the patriots who gave his life right here 18 years ago before he left that morning patrick gave stephanie a big beautiful kiss then for the first time he leaned down and kissed her pregnant stomach stephanie was just two months along with their first child earlier this year their daughter allie celebrated her 17th birthday allie grew up into a strong truly remarkable young woman she mentors the children of our nation's wounded warriors and recently i was honored to give allie the president's volunteer service award	0	0	1.0
CSPANDT18620198_part25	2019-06-18	care to illegal aliens instead of helping homeless americans in democrat run cities democrats support sanctuary cities thank you governor ron for ending that whole disaster they release dangerous criminal aliens into our communities ron desantis great job great really great thank you so smart it is common sense it's common sense sanctuary cities are an open attack on american law enforcement and american families sacrificing american lives in pursuit of a callous political agenda that is all it is no one who supports sanctuary cities should be allowed to run for president of the united states republicans believe welfare schools hospitals and public resources should be protected from americans and yes yes we are doing things that few others have even tried to do we are making progress like nobody would believe wait till you see some of the things you will be hearing about over the next few months we believe our country should be a sanctuary for law abiding citizens not for criminal aliens and we will always support and protect the heroes of i.c.e border patrol and law enforcement throughout our country thank you and in the ultimate act of moral cowardice not one democrat candidate for president not a single one has stood up to defend the incredible men and women of i.c.e and border patrol the job they do is incredible against all odds with the bad laws they don't have the character the virtues the spine to do it we have to thank	0	0	1.0
VSDT1362020132_part9	2020-06-13	it stands family god country liberty and justice they were true tough american patriots that is what our country needs especially in these times and that is what you are each of you begins your career in the army at a crucial moment in american history we are restoring the fundamental principles that the job of the american soldier is not to rebuild foreign nations but defend and defend strongly our nation from foreign enemies we are ending the era of endless wars in its place is a renewed clear eyed focus on defending america's vital interests it is not the duty of u.s troops to solve ancient conflicts in faraway lands that many people have never even heard of we are not the policemen of the world but let our enemies be on notice if our people are threatened we will never ever hesitate to act and when we fight from now on we will fight only to win as macarthur said in war there is no substitute for victory to ensure you have the very best equipment and technology available my administration has embarked on a colossal rebuilding of the american armed forces a record like no other after years of devastating budget cuts and a military that was totally depleted from these endless wars we have invested over 2 trillion trillion that's with a t dollars in the most powerful fighting force by far on the planet earth we are building new ships bombers jet fighters and	0	0	1.0
CSPANDT179202063_part44	2020-09-17	possible we have many countries that are joining us very soon we killed the founder and the leader the vicious leader of isis al baghdadi we killed him and we also took out the world's number one terrorist and the mass murder of american troops many many troops and many people all over the world so let manny is dead solemani is dead dead very bad guy we kept america out of new wars and we are bringing our troops back home no one has been more wrong more often than sleepy joe biden he voted for the iraq war he supported the defense sequester that gutted our military i took over a military that was totally depleted like hillary clinton deleted as opposed to depleted she depleted them too but she deleted 33,000 emails when is somebody going to pull the string ah come on fellas ah 33,000 emails try going to court sometime on a civil case you know when you go before the judge he will say did you delete those emails did you get rid of those texts did you this now they caught all these guys cleaning their phones because they were under investigation and they cleaned their phones how many were they 21 but lik e 33 phones look what they do to general flynn and some of these people who did nothing they are criminals it is criminal they are criminals they talk they talk they talk they are criminals they cleaned their	0	0	1.0
CSPANDT102202036_part21	2020-02-10	any time in the history of our country that is good where defending your right to keep your doctor and your plan remember president obama you can keep your plan you can keep your doctor that didn't turn out very good we should impeach him for that why are we not impeaching him 20th eight times you can keep your doctor we should impeach president obama democrats are now the party of high taxes high crime open borders late term abortions socialism and blatant corruption the republican party is the party of the american worker the american family the american dream and the late great abraham lincoln right abraham republicans are fighting for citizens from every background every community and walk of life we are the party of boundless optimism excitement energy and a doozy is a we love people we are asking all americans to join our incredible movement people are signing up left and right people but if you want to vote for a week candidate tomorrow go ahead pick one pick the weakest one you think i don't know who it is we are a big party with big ideas for the future very big we have become a big party and an open minded party and we are the party that people like we are the hot party where the party without all the enthusiasm we are fighting for school choice because no parent should ever be forced to send their child to a failing government	0	0	1.0
CSPANDT1710201918_part15	2019-10-17	build a dam in the ocean so if we ever have another hurricane the water will not be able to come in i said how much 10 billion 10 billion question mark i said right the way they sell it it is so good they are incredible salesman they say it is only 10 billion i am supposed to be happy can i give them 10 billion for some crazy thing that may or may not work they are great people a real friend of ours thank you tell me our great campaign manager the most sophisticated man with a computer you have ever seen after she lost they said the trump campaign was so sophisticated she spent like six times more on this than we did in the olden days my father taught me if you can spend less that is a good thing if you can spend less so we spent much less than hillary crooked hillary crooked hillary where are those emails they may find those deleted emails they may find them 33,000 emails covering her daughter's wedding that is a lot of emails for a wedding but he did a great job thank you he was like amazing he is doing an amazing job wilbur ross thank you you wilbur a friend of mine he is another one he was nasty he hit me during the campaign i said that guy is ruthless when it was over there was nobody more gracious i made him secretary	0	0	1.0
CSPANDT2710202097_part28	2020-10-27	suicide and so many things so many bad things were happening she's got to get it back and this goes for pennsylvania you have a democrat all democrats you have a democrat governor goes for north carolina we're doing great in both were winning both of the state you have a governor in each one and you have a couple of others look at what's going on in new york with cuomo it's horrible it's like a ghost town and the crime is way up get the california has to open up california has to open up i mean what are you gonna do i see people today store owners they don't know what to dio they're gonna be arrested if they open up their little small business they can't survive it's a horrible thing that's going on get your state's opened up and this governor should get her state opened up the last administration nearly extinguished the u s auto industry from the job killing it almost the job killing trans pacific partnership and i ended it i stopped it to the horrendous korea trade deal that was a hillary clinton special remember she said we will produce 250,000 jobs if we signed this deal and she was right for south korea they produced to it they got him you didn't get him to the and outrageous fuel economy standards where they're making it impossible to build a car in this country it's outrageous we suits california we sued	0	0	1.0
CSPANDT236202046_part36	2020-06-23	and it's my honor to have done it under my order any college that refuses to let you speak stands to lose billions of dollars in terms of the overall system so we've done a lot and we've really gone very far we've taken it to a level that nobody has ever taken it and it's my honor to have done it it's people like you that i do it for when you think about it it's people like you you're going to be the ones you're going to be the ones that are at the crossroads of history that's where you are right now you're at a crossroads everything our forefathers built everything generations past they shed their blood to defend the very survival of our freedoms our rights and our republic they're all at stake this is a very big time in our country this is a time like perhaps no other but standing here before you today i have never been more confident that america will rise to new heights of greatness and glory because your generation is proving that your hearts are filled with the fire and the fervor of true american patriots the great spirit of righteous defiance stirs deep within you i see that it's the same spirit that drove american's founders and frontiersmen people that built our nation people that succeeded people that worked hard people that failed people that failed some people failed and then they made it bigger than anyone would	0	0	1.0
CSPANDT2810202098_part33	2020-10-28	in the world we will protect your social security and your medicare and we will always protect patients with pre existing conditions america will land the first woman in the moon on the united states will be the first nation to land an astronaut on mars on nasa nasa is now again the preeminent space station there's nothing like what we have what a job they've all done including our great vice president mike pence we will stop the radical indoctrination of our students and restore patriotic education to our schools we will teach our children to love our country honor our history and always respect our great american flag way will live by the timeless words of our national motto in god we trust yeah for years you had a president who apologize for america now you have a president who is standing up for america and standing up for the people of arizona from tombstone thio tucson right tucson does anybody come from tucson my friend comes from tucson from messa to yuma from prescott to right here in good year goodyear we inherit the legacy of red blooded american patriots who poured out their hearts sweat and soul to secure our liberty and defend our freedom this great state was settled by some of the toughest men and strongest women ever toe walk the face of this great wonderful beautiful planet arizona is where wyatt earp and doc holliday became american legends it's where the great american	0	0	1.0
VSDT2972019476_part4	2019-07-29	pensions for those who are suffering from cancer and other illnesses stemming from the toxic debris they were exposed to in the aftermath of the attacks many of those affected were firefighters police officers and other first responders and i was down there also but i'm not considering myself a first responder but i was down there i spent a lot of time down there with you since september 11th we have lost more than 2,000 first responders and survivors to 9 11 related cancers and illnesses currently thousands of men and women are battling cancer and other illnesses due to 9 11 we pledge to stand by the families of those affected today and every day we will stand with you i want to thank lawmakers in both parties for working with common purpose to pass this vital and critical legislation here with us for this signing ceremony are the three families whose loved ones are memorialized in the title of this bill new york police department detective james zadroga spent more than 450 hours serving at ground zero in 2006 james died from a lung disease to his father joseph and his daughter tyler ann who join us detective zadroga's heroism will uplift our nation forever he won't be forgotten we will always remember what he did for us please stand up please please applause thank you thank you very much also present today is the family of east meadow volunteer firefighter ray pfeifer i know east meadow	0	0	1.0
CSPANDT2122020112_part1	2020-12-02	we have election days weeks and months and lots of bad things happened during this ridiculous period of time especially when you have to prove almost nothing to exercise our greatest privilege the right to vote as president i have no higher duty than to defend the loads of the constitution of the united states that is why i am determined to protect our election system which is now under coordinated assault and siege for months leading up to the presidential election we were warned we should not declare a premature victory we were told repeatedly it would take weeks if not months to determine the winner to count the absentee ballots and to verify the results my opponent was told to stay away from the election don't campaign we don't need you we have got it this election is done they were acting like they already knew what the outcome was going to be they had a cover and perhaps they did very sadly for our country it was all very very strange within days after the election we witnessed an orchestrated effort to anoint a winner even while many key states were being counted the constitutional process must be allowed to continue we are going to defend the honesty of the vote by ensuring that every legal ballot is counted and that no illegal ballot is counted this is not just about honoring the votes of 74 million americans who voted for me it is about ensuring that	0	0	1.0
CSPANDT2410202092_part16	2020-10-24	she goes but that's ok she loves the people it's really amazing she has done a great job and she loves it she loves the people she had it and recovered i had it and recovered barron had it and did not even know he had it i would be having meetings with gold star families military lots of other people i would have meetings right i would have the meeting and sometimes people would come up and get close and stuff like that no mask they get close i had some meetings saying that could be dangerous i guess but i have to do my job as i said at the debate i cannot put myself in the basement for a year and a half it is going away it's mounting the turn they talk about cases always cases cases cases they do not talk about the mortality rate down 85 because what we have is so incredible the job we have done is so incredible 85 think of that 85 you know what on november 4 you're not going to hear the news cnn all they talk about covid covid covid if a plane goes down with 500 people they don't talk about it all they talk because they are trying to scare everybody you have to lead your life you have to get out you have to be vigilant socially distance get too close put the mask on put it on lots of different things i see	0	0	1.0
VSDT622020438_part5	2020-02-06	the election it would stop but it didn't stop it just started and tremendous corruption tremendous corruption so we had a campaign little did we know we were running against some very very bad and evil people with fake dossiers with all of these horrible dirty cops that took these dossiers and did bad things they knew all about it the fisa courts should be ashamed of themselves it's a very tough thing and then we ended up winning on russia russia russia it should have taken the one day as i said and it took years then bob mueller testified that didn't work out so well for the other side laughter but they should have said that first week because it came out is that right jim jordan they knew in the first two days actually devin is that right two days they knew that we were totally innocent but they kept it going mark they kept it going forever because they wanted to inflict political pain on somebody that had just won an election that to a lot of people were surprised i mean we had polls that said we were going to win we had los angeles times and a few a few papers actually said it was we were going to win but it was going to be close and we did win it was one of the greatest wins of all time and they said okay he won and you know i wrote this down	0	0	1.0
CSPANDT102202036_part6	2020-02-10	people that wanted to be here they will be here tomorrow to get out the vote i don't think we have to worry too much about it but that's ok very highly respected senators lindsey graham and rand paul lindsay and rand that is not bad can you imagine if you actually came from new hampshire what it would be that's not bad they said read the transcripts read the transcripts but i want to thank you both very much two great people two great friends look at all that television back there whoa that is bigger than those terrible academy awards it used to be big not so much anymore a friend of mine another great leader and somebody that is going to be speaker of the house hopefully next year kevin mccarthy our leader kevin mccarthy oh will that be nice to have kevin a pro you will see things get done like you never have before great a very brave man he took a bullet he got shot he was going to die that night i tell the story all the time his wife was crying so much one thing i learned your wife loves you she was devastated i know many wives that don't get too upset his wife was devastated his family was devastated the doctor told me he did not have a good chance but he is tough as hell and he is a really terrific friend he is a winner he looks better	0	0	1.0
VSDT522019532_part18	2019-02-05	the uss cole and last month american forces killed one of the leaders of the attack we are honored to be joined tonight by tom wibberley whose son navy seaman craig wibberley was one of the 17 sailors we tragically lost tom we vow to always remember the heroes of the uss cole my administration has acted decisively to confront the world's leading state sponsor of terror the radical regime in iran to ensure this corrupt dictatorship never acquires nuclear weapons i withdrew the united states from the disastrous iran nuclear deal and last fall we put in place the toughest sanctions ever imposed on a country we will not avert our eyes from a regime that chants death to america and threatens genocide against the jewish people we must never ignore the vile poison of anti semitism or those who spread its venomous creed with one voice we must confront this hatred anywhere and everywhere it occurs just months ago 11 jewish americans were viciously murdered in an anti semitic attack on the tree of life synagogue in pittsburgh swat officer timothy matson raced into the gunfire and was shot seven times chasing down the killer timothy has just had his 12th surgery but he made the trip to be here with us tonight officer matson we are forever grateful for your courage in the face of evil tonight we are also joined by pittsburgh survivor judah samet he arrived at the synagogue as the massacre began but not	0	0	1.0
VSDT2482020414_part8	2020-08-24	bit of a difference because another state that's been very good to me is wisconsin and joe biden was going to have their convention in milwaukee and they didn't go there at all they didn't do this we did this out of respect for your state we didn't do this for any other reason other than respect for the state of north carolina because we said we wanted to hold our convention in north carolina and i think you're going to remember that frankly on november 3 we wanted to hold our convention in north carolina so i did that out of respect and if you had a governor that would have let us have some people he actually told me this we had an arena that holds 19,000 people it was totally jammed sold out every hotel was full everything and i called him he said but we have a shutdown going on and according to the rules and regulations now this is 19,000 he did say it i don't think he'll deny it but he said according to the rules and regulations the most people you're allowed to have in that room meaning that arena he viewed it as a room is 10 people i say so governor so i'm at 19,000 you're at 10 can we work something in the middle it didn't sound too good so we really had no choice it was a terrible thing but i felt so badly because you could have i	0	0	1.0
CSPANDT179202063_part34	2020-09-17	a shot we won other than mitt romney well we lost half a vote that is another beauty mitt romney he is another beauty he could not get elected dogcatcher right now in utah we have another great one and he is really a friend of mine and he has been solid he loves his country he loves his state glen thank you very much a man who just got elected and he's from an area that i know very well we did very well big fat beautiful contract that produced lots of jobs but he was taking a legend's place so it is never easy to replace a legend and he was running and we did a lot of work for him and it was great and he reacted very well under pressure a lot of people do not react well under pressure they choke they choke he was under a lot of pressure and he ended up winning by like 18 point now he is your congressman he's doing a great job you have to vote for all these people on november 3 tom tiffany thank you tom we have a great congressional candidate derek van orton where is derek i hear good things derek got my total support i can only support if i like my record is like 222 and three so i do not like to have a loss i support you 100 you have my total endorsement i hear you are fantastic and your	0	0	1.0
CSPANDT141202030_part34	2020-01-14	working keep on fighting and we are going to keep on winning winning winning we are one movement we are one people we are one family and one glorious nation under god america is thriving like never before ladies and gentlemen of wisconsin the best is yet to come because working together we will make america wealthy again we will make america strong again we will make america proud again we will make america safe again and we will make america great again thank you wisconsin	0	0	1.0
CSPANDT199202065_part38	2020-09-19	start speaking at 1 00 in the morning you never saw anything like it i said that does not look like we will lose michigan we didn't we won michigan first time in decades and you know what we've done many many car plants are opening up a great gentleman is just retiring the prime minister of japan i said shinzo we need more car companies we want them built here not in japan he said but we cannot do that this is a free enterprise system i said please i need car companies i said you have to do it next day it was the story five car companies opened up in michigan so much for free enterprise he is a friend of mine he's great he's great they are lucky he is a friend of mine i would have been much tougher it's hard when you have a friend but they did a lot what they have done here in japan and in michigan ohio what they've done we all love south carolina right now south carolina we are winning here but south carolina i don't want to make you upset we are winning by about 400 points i spoke to a great person in south carolina they said you don't have to come here what the hell is the difference we are up and we are up good but i would love for you to tie south carolina got a lot of activity in south carolina they	0	0	1.0
CSPANDT2611201925_part10	2019-11-26	lot of people who heard shifty make up a story where he made up what i said these are the facts the case closed game over turn off the television as soon as he said that it was like turn off the television i have had republicans come up to me say can we keep this sucker going a little bit longer we've never seen anything like it at the polls i said let's get it over with but you know what we are stuck dealing with sick and corrected corrupt people the failed washington establishment is trying to stop me because i'm fighting for you and because we're winning very simple they're attacking me because i'm exposing a rigged system that enriched itself at your expense and i'm restoring government of by and for the people if you want to see what corruption looks like then take a look no further than slow sleepy joe i don't know what's going on with joe when sleepy joe was in charge of the ukrainian policy his son i call him where is he where's hunter what happened to hunter where's hunter his son received millions and millions of dollars from a ukrainian energy company you know the reputation of that company despite knowing absolutely nothing about energy what business are you in sir the mailbox business oh bail bond whoa you know hunter biden do you know sleepy joe bail bonds hmm did you ever work on energy before he said	0	0	1.0
CSPANDT2810202098_part29	2020-10-28	vote for me okay but i think it's gonna be incredible if you look at housing starts if you look at automobile and all the productivity's that we've had if you look at hiring 11.4 million people over a short period of time under my leadership we achieved the most secure border in u s history and we built over 400 miles of new wall including 200 miles right here in the state of arizona 200 it goes down very deep and it goes up very high you know they're to reason it goes down deep one is toe hold it up and the other is for tunnels you never had it so good and your numbers of fantastic joe biden has pledged to open borders he even said maybe we'll rip down the wall i don't think that's gonna happen he wants open borders if you don't have borders you don't have a country his plan would completely eliminate our borders by implemented nationwide catch and release you catch him a killer a rapist whoever it is and you release him into our country and then in the debate he said oh but they come back for trial no they don't joe they don't come back you don't see him again this would trigger a tsunami of illegal immigration from every corner all over the world he's also pledged to and you know what he wants to do give free health care and mass amnesty for all illegal border	0	0	1.0
VSDT832019518_part1	2019-03-08	i just want to thank everybody it's been an incredible ordeal what you've gone through the first responders have been so many first responders right here and you've been incredible law enforcement has been incredible and frankly you didn't need law enforcement but they've done it so great they all just chipped in and helped everybody it's love it's great love your governor is here with us your senators are here right now with us and secretary nielsen and we've just said the a plus job we're going to take care of fema is here and doing an incredible job i think you know that and we said we're going to just lay it out these are incredible people we just met some of the survivors and family members and what they've been through is incredible one woman lost 10 people in her family and an incredible woman and she i said how how did it go she said i lost 10 ten people and a couple of others lost two and three i've never seen anything like it i just want to thank you on behalf of the first lady and myself i want to thank you for the job you do you're incredible people we couldn't get here fast enough i wanted to come the day it happened but i spoke with the governor and she said just give us a little more time we need a little more time and already the job is really great the	0	0	1.0
